79,Frankfurt Cerni," Mossen Cinto Verdaguer, 1, Andorra la Vella AD500, Andorra ",restaurant,42.5084,1.52229,5.0,6489,6490
80,Snack Bar Portugues," C. Baixada Del Moli 98, Andorra la Vella AD500, Andorra ",restaurant,42.5044,1.51469,5.0,6490,6490
81,Pizzeria Restaurant Allioli," C/ De LAigueta 4, Andorra la Vella, Andorra ",restaurant,42.5075,1.53135,5.0,6490,6491
82,Nostrum," Riberaygua, 23, Andorra la Vella AD500, Andorra ",restaurant,42.5068,1.53047,5.0,6491,6492
83,Harlem," Carrer De La Vall, 26, Andorra la Vella AD500, Andorra ",restaurant,42.5067,1.52077,5.0,6492,6494
84,Espai Birra," Avenida Tarragona 36, Andorra la Vella AD500, Andorra ",restaurant,42.5055,1.52847,5.0,6494,6496
85,Monxi el pirata," Santa Coloma, Andorra la Vella, Andorra ",restaurant,42.4952,1.49848,5.0,6496,6497
86,Totaneta," Bra. Riberaygua, 1, Andorra la Vella AD500, Andorra ",restaurant,42.5063,1.52184,5.0,6497,6498
87,Juventus," Joan Maragall, 3 Ed. LAigueta, Andorra la Vella AD500, Andorra ",restaurant,42.5063,1.52184,3.5,6498,6506
88,Restaurant Henri," C/ Prat de la Creu 29-39, Andorra la Vella AD500, Andorra ",restaurant,42.507,1.52608,4.0,6506,6524
89,Pizzeria La Cantina," Placa Guillemo 4, Andorra la Vella AD500, Andorra ",restaurant,42.5082,1.52153,4.5,6524,6527
90,Hotel Magic Andorra Restaurant," Av Dr Mitjavila 11, Andorra la Vella, Andorra ",restaurant,42.5094,1.53035,3.5,6527,6537
91,Spigatta - LEspiga DOr 3," C. Prat de la Creu, 59, Andorra la Vella AD500, Andorra ",restaurant,42.5065,1.5232,4.5,6537,6538
92,Andorra Center Hotel Restaurant," C/ Dr Nequi 12, Andorra la Vella, Andorra ",restaurant,42.5077,1.52028,3.5,6538,6594
93,Forn Del Barri," Carrer Ciutat De Consuegra, 10, Andorra la Vella AD500, Andorra ",restaurant,42.5067,1.53121,4.5,6594,6596
94,Lorenzos," C/ Prat de la Creu 96, Local 2, Andorra la Vella, Andorra ",restaurant,42.5063,1.52184,4.5,6596,6602
95,McDonalds," Av. Tarragona, 49, Andorra la Vella AD500, Andorra ",restaurant,42.5051,1.52791,4.5,6602,6604
96,Cafe Noir," C. Sant Salvador, 2, Andorra la Vella AD500, Andorra ",restaurant,42.5077,1.53167,4.5,6604,6607
97,RACO DE TOBIRA," 103 Carre Prat de la Creu, Andorra la Vella, Andorra ",restaurant,42.5054,1.51904,4.5,6607,6609
98,La Casa Del Boeuf," Placa Rebes, n1 | Nif L-710330-M, Andorra la Vella, Andorra ",restaurant,42.5063,1.52184,3.5,6609,6635
99,Chesterfield Lounge," Placa de la Rotonda Avda Meritxell, Andorra la Vella 500, Andorra ",restaurant,0.0,0.0,4.0,6635,6645
100,Bon Dia Cafe Tematic," Placa Guillemo, L2, Andorra la Vella AD500, Andorra ",restaurant,42.5082,1.52162,4.0,6645,6647
101,Can Benet," C/Antic Carrer Major, 9, Andorra la Vella AD500, Andorra ",restaurant,42.5072,1.52046,4.0,6647,6669
102,Andorra Doner Kebab," C. Pere DUrg, 8, Andorra la Vella AD500, Andorra ",restaurant,42.5074,1.52816,4.0,6669,6673
103,La Brasserie at Hotel Andorra Palace," Av. Meritxell, 58, Andorra la Vella, Andorra ",restaurant,42.5083,1.52696,4.0,6673,6677
104,Restaurante Hotel Sant Jordi," Avenida Princep Benlloch, 45, Andorra la Vella AD500, Andorra ",restaurant,42.5064,1.51841,3.5,6677,6686
105,La Boheme," Av. Meritxell11, 3a Planta, Andorra la Vella, Andorra ",restaurant,42.5063,1.52184,3.5,6686,6702
106,Salvia DOr Restaurant," Avda. Meritxell, 68, Andorra la Vella, Andorra ",restaurant,42.5084,1.52783,3.5,6702,6710
107,El Jardi at Hotel Mercure," C/ Carrer De La Roda Sn, Andorra la Vella, Andorra ",restaurant,42.5063,1.52184,4.0,6710,6718
108,Ries Baixes," Av. Tarragona, 63, Andorra la Vella AD500, Andorra ",restaurant,42.505,1.52614,4.0,6718,6719
109,Restaurant Piscina Riberaygua," Av Santa Coloma Sn, Andorra la Vella, Andorra ",restaurant,42.5063,1.52184,4.0,6719,6720
110,La Taverna De Les Valls," C/ Mestre Xavier Plana, 2, Andorra la Vella, Andorra ",restaurant,42.5064,1.51578,4.0,6720,6721
111,Granja Tramuntana," Av. Princep Benlloch, 5, Andorra la Vella AD500, Andorra ",restaurant,42.5074,1.52099,4.0,6721,6722
112,Residencia-Restaurant Indalo," Av. Dr. Mtjavila, 27, Andorra la Vella AD500, Andorra ",restaurant,42.51,1.53158,4.0,6722,6723
113,Xamfra," Avinguda Princep Benlloch 14, Andorra la Vella AD500, Andorra ",restaurant,42.5075,1.52007,4.0,6723,6723
114,Pa Torrat," pere dUrg 9, Andorra la Vella AD500 andorra, Andorra ",restaurant,42.5069,1.5288,4.0,6723,6724
115,McDonalds," Av. Meritxell 105, Andorra la Vella AD500, Andorra ",restaurant,42.5085,1.5335,3.5,6724,6732
116,Hotel Isard Restaurant," Av Meritxell 34, Andorra la Vella, Andorra ",restaurant,42.5079,1.52519,3.5,6732,6798
117,Roma," Dr. Mitjavila, 3, Andorra la Vella, Andorra ",restaurant,42.5092,1.52964,4.0,6798,6802
118,Els Manyos," 61, avenida Tarragona, Andorra la Vella, Andorra ",restaurant,42.5051,1.52633,3.5,6802,6812
